fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
6885	5570267,7	5720478,4	21,4	32,8	0,03335	0,05074	0,0587
6886	5566871,7	5717466	12,9	17,4	0,00913	-0,03845	0,04277
6887	5567515,7	5718273,1	-1,2	42,6	0,09611	-0,03696	-0,03562
6888	5570352,4	5714744,2	13	2	-0,00908	0,08288	-0,02962
6889	5569077,8	5720328,8	15,6	32,2	-0,05166	0,05127	-0,0224
6890	5566969,7	5717838,4	0	1,6	0,01365	-0,02034	0,00708
6891	5574672,2	5715038,1	-55,2	43,8	0,07404	-0,03846	-0,02573
6892	5573750,5	5715222	31	33,7	0,00707	0,05441	-0,02121
6893	5570842	5714674,4	0	2,7	0,01389	-0,02009	-0,01222
6894	5566198,7	5716452,9	14	0,8	0,00835	0,00599	0,01323
6895	5568128,4	5718352,2	-140,7	-31	-0,31348	0,04739	0,02034
6896	5569515,8	5715084,3	-25,4	-47,1	-0,0039	0,01834	-0,20443
6897	5567618,3	5719840,3	35,9	23,7	0,02368	0,06426	-0,0256
6898	5573553,9	5715721,7	-5,7	14,6	0,00119	0,01344	-0,01229
6901	5574193,9	5715072,3	-7	48,4	-0,00368	0,15616	0,04098
6902	5567826,9	5717510,5	-111,5	36,9	-0,11995	0,05343	0,47667
6904	5568064,3	5715805,9	3,1	9,9	-0,01576	0,09798	-0,00366
6905	5571158,4	5717157,8	-12,9	29,1	-0,01573	-0,00641	-0,09249
6906	5568807,8	5716167	-10,7	14,7	-0,02012	0,07702	-0,0002
6907	5569098,1	5715016,8	-41,4	-1,7	-0,06891	0,06263	0,14529
6908	5571036,6	5714665,2	-14	3,8	-0,00406	-0,00565	-0,0011
6909	5566654,1	5717819,4	5,6	1,2	0,0083	0,01477	0,00538
6910	5568911,2	5716572,2	4	6,5	-0,02632	0,04818	-0,12122
6911	5570635,7	5714834,1	-8,4	-1,4	-0,01311	-0,01699	-0,04675
6913	5573230,4	5714698,1	7,6	35,4	0,02155	0,0848	-0,00349
6914	5573027,7	5717445,7	15,3	6,9	-0,00107	0,02281	0,01319
6915	5571329,5	5714949,9	9,3	-1,4	0,01403	0,02992	0,016
6916	5574357,2	5715230,6	-36,8	18,9	-0,06084	0,0372	0,01868
6917	5569507,3	5714775,8	-24,8	-23,6	0,02591	0,05469	-0,0378
6918	5571762,3	5714958,5	-7,1	11,1	0,00376	0,10033	0,06043
6919	5568346,6	5717881	-164,6	-123,9	0,10424	-0,23312	0,18758
6920	5568032,1	5717518,8	-188,1	10,5	-0,3445	-0,04378	-0,1431
6921	5573341	5716967	8,3	3,7	0,01841	0,01325	-0,01193
6922	5566443,8	5718981,6	-7,8	18,4	0,01264	0,07714	0,05032
6923	5572553,1	5715534,7	-19,2	-20,3	0,04618	-0,04711	0,03907
6924	5570444,5	5716475,5	-20,5	-37	0,0366	0,02737	0,00518
6925	5568508,7	5717433,5	-75,3	-74,9	0,07462	-0,09722	-0,14204
6926	5566473,6	5715517,8	15,6	0,2	-0,01454	0,02388	0,0136
6927	5570969,6	5718896,1	39,4	49,5	0,02832	-0,02729	-0,08227
6928	5573110,9	5718356,9	-7,3	-7,4	0,02048	0,03909	-0,04465
6929	5574217,1	5717327,8	2,3	-2	0,00108	-0,06908	-0,01631
6930	5569774,4	5715304,3	-14,7	-38,7	0,12912	-0,03327	-0,05385
6931	5572889,5	5718775,6	-21,4	-19,2	0,08075	0,00175	0,00182
6932	5569913,3	5716173	-18	-30,3	0,06935	0,06134	0,00423
6933	5569882,2	5719061,1	-61,5	-35,3	0,03404	0,03232	-0,0446
6934	5572303,9	5719659,9	14,2	15,3	-0,0604	0,00852	0,01678
6935	5574164,5	5715188,6	-17,1	49,7	0,00608	0,07039	0,01847
6936	5567079,5	5715957,2	-5	-5,4	0,00461	-0,02744	0,01641
6937	5566974	5719223,9	2,3	1,3	-0,02015	0,0009	-0,04051
6938	5570286,7	5719522	-48,4	-61,6	0,14402	-0,19089	-0,0595
6939	5572707,9	5717969,5	-8,8	-16,3	0,04921	0,05054	-0,07332
6941	5569961,9	5715205,2	15	-19,3	0,0599	0,03992	-0,02616
6942	5571113,6	5716407	4,2	20,7	0,07099	0,02622	0,04349
6943	5574324,1	5720105,1	-7,8	-1,8	-0,02141	-0,01196	0,00072
6944	5568034,5	5719093,1	18,2	25,8	-0,05468	0,12646	0,02416
6945	5573110,6	5718679,7	-26,9	-13,2	0,03537	-0,1048	-1,00E-05
6947	5569264	5717292,9	-10,7	-25,3	-0,05755	-0,02172	0,01375
6948	5566767,6	5720024,4	3,8	14,4	-0,01535	-0,00241	-0,02086
6949	5569765,7	5717394,2	13,4	-23,3	0,04627	0,01859	0,02616
6950	5566911,4	5716504,5	-1,8	-6	0,03179	-0,07055	0,02015
6951	5568847,6	5715966,1	-49,7	24,4	-0,07558	-0,09552	-0,00897
6952	5572070,6	5715558,6	-51,7	12,5	-0,10942	-0,04749	-0,01935
6953	5569827,2	5716146,7	-28,5	-41,7	0,06919	0,10518	0,03347
6954	5571233,4	5714987,8	11,7	9,4	0,02424	0,03174	-0,00828
6955	5569124,6	5715843,6	-181	-18,8	-0,3394	-0,3407	-0,17762
6956	5566668,3	5720104,8	24,4	4,4	-0,00376	-0,04607	-0,02762
6957	5570118	5714755,1	8,3	1,3	0,05158	0,0488	0,00054
6958	5573802,8	5716998,3	10,3	-4,1	0,01608	-0,06895	0,01272
6959	5566197,6	5716155,3	15	-15,8	0,00998	-0,00804	-0,0016
6960	5571267,1	5716057,3	12,9	21,8	0,06554	0,02683	0,04418
6961	5572231,5	5717079,4	-51,2	-48,5	0,02934	0,00818	0,06145
6962	5567476,8	5720289,1	-2,8	2,7	0,03957	-0,03669	0,02334
6963	5567265,2	5717759,6	9,5	19,4	0,0139	0,01656	-0,01103
6964	5572914,5	5717322	12,7	10	0,02578	0,00078	0,05314
6965	5566856,3	5717341,2	19,9	4,7	-0,00827	0,00357	0,00704
6966	5569720	5718044,7	-22	-11,4	0,09217	-0,00031	-0,03128
6967	5567093,4	5716512,6	-4,4	-2,8	0,01542	-0,06686	-0,02765
6968	5571639,5	5720138,2	-4	0,1	0,00507	-0,01235	0,00224
6970	5567639,9	5716427,5	0,9	7,4	0,03411	-0,11428	-0,00964
6971	5568497,9	5715749,3	7,5	23,7	0,02364	0,01521	0,05906
6972	5571648,2	5717269,4	-16,9	6,3	-0,16553	0,05884	-0,10301
6973	5573655,3	5718306	7	27,4	-0,02488	-0,01278	0,06288
6974	5574151,8	5718872,5	-15,5	-14,9	-0,008	0,06307	0,00881
6975	5572327,7	5718166,3	-94,4	-31,9	-0,15776	-0,03719	-0,2282
6976	5571519,3	5716242,9	5,2	68,1	-0,05319	-0,02749	0,11154
6977	5567003,3	5716816,2	-12,7	1	-0,02924	-0,00798	-0,02031
6978	5574218,5	5719411,7	8,4	26,8	-0,00403	-0,02254	0,0449
6979	5569899,5	5717348,9	20,3	-4,3	0,05046	0,04265	0,06807
6980	5570333,6	5717715,7	-0,1	32,7	0,01166	0,01643	-0,02316
6981	5570882,4	5718403,8	11,6	25,2	0,03498	0,09624	-0,04207
6982	5569750,6	5714669,2	12,6	12,1	0,00077	-0,06098	-0,05911
6983	5567307,4	5719730,2	21,8	2,7	0,00689	0,06559	0,02787
6984	5568071,2	5715498,3	1,8	5,7	0,01862	-3,39E-02	-0,04072
6985	5572255,4	5718181	-115,2	-37,7	-0,2173	-0,09647	-0,19466
6986	5573322,3	5719627	-15,8	-11,1	0,02998	-0,03561	-0,02633
6987	5572270,7	5715495	-46,6	-23,7	-0,09046	-0,21534	-0,05372
6988	5573208,9	5719524,5	-1,7	-0,8	-0,05515	-0,05367	-0,07272
6989	5572649,2	5717037,2	-26,7	-39,5	0,06404	-0,01978	0,0118
6990	5570610,3	5719943,1	-0,9	18,7	-0,03357	0,01705	-0,01882
6991	5570694	5720126,8	10,6	22,5	0,00107	-0,0594	0,04271
6992	5566563,5	5715406,9	11,7	1,3	-0,01621	0,05674	-0,03607
6993	5574200,4	5718898	-3	6,7	-0,00278	0,05937	-0,01367
6994	5571693,3	5715558,2	-23,8	25,3	0,00196	-0,0291	-0,01052
6995	5573315,6	5714769,4	19,5	30,7	0,02226	0,06661	-0,01017
6996	5571153,8	5715130,8	12,7	4,3	0,01881	0,03165	-0,00119
6997	5572891,4	5714700,9	1,6	4	0,01184	0,12081	0,0026
6998	5573092	5719921,6	-4,2	0,5	-0,03365	0,02383	0,01871
7000	5566492,9	5715544,2	-4,1	2,5	-0,01376	0,01772	0,00496
7001	5566178,9	5718973	2,6	-6,6	-0,00777	-0,01941	-0,03396
7002	5572494,4	5718486,4	-98,3	-70,1	0,09038	-0,34308	-0,01519
7003	5573156,8	5718859,7	-10,5	-1,2	0,01935	0,01458	0,00274
7004	5572131,5	5717813,4	-25,2	-5	-0,09428	0,17763	0,01134
7005	5572134,9	5718372,2	-225,8	-0,2	-0,383	-0,57894	-0,07849
7006	5574262,4	5718162,5	5,5	18,1	0,03159	0,04276	-0,00134
7007	5573517	5717788,5	1,1	0,2	0,04101	0,03152	0,03764
7008	5570433,7	5716774,4	-21,1	-19,7	0,02605	-0,00333	-0,01453
7009	5568925,8	5715346,6	-63,9	22,7	-0,06184	-0,01786	0,22029
7010	5571146,4	5717609,9	-12,4	2,3	0,04939	0,08379	0,04782
7011	5571017,1	5719564,4	8,5	29,5	-0,00638	0,00016	-0,0025
7012	5566466,3	5715870,2	5,3	-13,4	-0,01154	-0,00014	0,00153
7013	5572078,3	5715707,3	-55,9	11,5	-0,08999	0,01789	-0,07893
7014	5568327,8	5716231,1	-1,5	-7,6	0,00222	0,00376	0,01082
7015	5567005,3	5715631,1	-2,5	5,9	-0,00555	0,01265	-0,037
7016	5572333,4	5715588,9	-29,2	-15,7	-0,05561	-0,08168	0,00107
7017	5569711	5717697,4	15,2	53,8	0,04017	-0,04148	-0,04156
7018	5568881,2	5717058	25,2	5,1	0,05805	0,02472	-0,01102
7019	5567868,2	5715479,8	11	0,5	0,00158	-0,02173	0,02441
7020	5566309,4	5716894,9	10,6	-17	0,01467	0,01311	-0,01605
7021	5571808,9	5719905,8	5	17,1	0,00643	-0,06624	-0,03367
7022	5572952,5	5716688,6	-14,3	-18	0,02294	-0,00862	-0,00481
7023	5569945,9	5715373,5	-9,6	-17,1	0,10474	-0,00276	-0,01438
7024	5567805,4	5715475,8	0,6	-4,7	0,00801	-0,02857	0,03267
7025	5572843,2	5719820,2	-0,6	9	0,07464	-0,04096	-0,06588
7026	5571093,9	5715883,1	-0,4	12,8	0,0376	0,00577	-0,00871
7027	5571842,2	5719531,1	-19	-4,8	-0,00545	0,07662	-0,03689
7028	5571225,9	5715592,1	4	9,5	-0,01427	0,01572	-0,03834
7029	5571957	5719009,1	-84,3	6,2	-0,25805	0,05773	-0,15902
7030	5571331,7	5716611,2	-25,3	66,6	0,01644	-0,04518	-0,01012
7031	5566912,5	5715830,5	-1,9	-10,2	0,02175	-0,05465	-0,01696
7032	5567647,7	5717341,9	-32,9	17,2	0,0272	0,00695	0,19267
7033	5571498,3	5717434,7	-9,8	25,2	-0,07063	0,02034	-0,03868
7034	5566290	5716604,5	9,1	-9,1	0,01054	0,02383	0,0219
7035	5573016,9	5719266,7	8,1	2,8	0,0186	0,08632	0,06374
7036	5570836,6	5720061,7	16,9	15,8	0,01051	0,02146	0,05045
7037	5571016,3	5715291	16,2	-14,2	0,02066	-0,04614	0,06677
7039	5570170,8	5720069,6	-15,6	-0,6	0,03165	0,02549	0,08011
7040	5574318,9	5715326,4	-16,6	34,9	-0,04617	-0,00793	0,01405
7041	5571122,4	5715368,5	7,6	5,4	0,00462	-0,02223	0,01145
7042	5572329	5716012	-12,7	-13,1	-0,04748	0,05211	-0,02743
7043	5573362,2	5718594,4	1,2	7,4	0,06824	-0,00607	-0,02788
7044	5572837,3	5719398,2	3,5	1,9	0,08121	0,07828	0,06441
7045	5570436,9	5715728,6	5,4	-9,5	0,06695	-0,03074	0,07203
7046	5566439,6	5719251,9	-14,6	-12,5	0,0129	-0,07128	-0,01341
7047	5569108,3	5715165,1	-64,9	-1,3	-0,07529	0,20359	0,18619
7048	5567408,3	5719302,9	3,8	-1,4	-0,00074	0,02776	0,01097
7049	5567814	5717843,7	-173	71,6	-0,30184	-0,35673	0,08975
7050	5573240,7	5715017,7	15,7	0,9	0,00279	-0,00037	-0,03232
7051	5571709,7	5717665,4	-27,7	40,4	-0,0202	0,14412	0,08498
7052	5569859,3	5718733,2	-12,4	-19,6	0,01392	0,07562	-0,01888
7053	5569302,8	5719775,4	-69,2	25	-0,21491	-0,0428	-0,10744
7054	5569011,9	5716794,5	17	-2,6	0,07904	0,09613	-0,0585
7055	5573784,3	5718446,7	-14,3	-20,2	-0,03771	0,00194	0,00222
7056	5566956,9	5720175,7	45,8	27,4	0,00855	0,03501	0,05841
7057	5567381,1	5718436,4	8,9	13,3	0,07514	0,03306	0,01068
7058	5568245,1	5717573	-212,5	-135,3	-0,17601	-0,19009	-0,44691
7059	5567119,1	5719371,2	3,6	-3,6	0,02253	-0,00563	-0,05782
7060	5571086,5	5719417,7	25,1	58,1	0,0067	0,05368	-0,00825
7061	5574137,8	5719073,1	17,9	30,8	-0,01666	0,06149	0,00016
7062	5567306	5717399,3	10,8	21,6	0,05209	-0,00733	0,13358
7063	5569336,4	5718977,3	-88,1	3,4	-0,1077	0,15752	0,09827
7064	5568998,7	5715921,2	-115,9	13,9	-0,25136	-0,14117	-0,1345
7065	5569382,9	5718941,6	-80,3	-33,3	-0,1106	0,17723	0,04707
7066	5568361,3	5717196,8	-48,3	-50,2	0,03359	0,17142	-0,1002
7067	5569635,5	5716116,3	-24,7	-36,5	0,12411	0,10563	0,1505
7068	5566789,2	5717849,6	10,4	15,7	0,06025	0,03887	0,11141
7069	5570534,1	5715762,2	-6,1	-11,7	0,03135	-0,04053	0,01956
7070	5571252,9	5716640	-15,6	39,5	0,03211	-0,05168	-0,0618
7071	5568004,5	5719656,8	3	9,1	-0,04224	-0,04115	3,61E-02
7072	5568023	5715621,8	-3,3	7,8	-0,02298	-0,05125	0,00521
7073	5566887,7	5718514,6	4,9	8,5	-0,00354	-0,03011	-0,02095
7074	5571608,1	5717735,1	5,6	41,2	-0,01717	0,10331	0,0574
7075	5567473,8	5719208,7	-17,4	-9,4	0,01595	-0,00493	0,01429
7076	5569370,6	5715052,8	-29,2	-38,1	-0,06506	0,11313	-0,05736
7078	5574362,7	5720196,7	9,6	-11,9	0,00415	0,0076	0,04654
7079	5566459,9	5718460,1	-0,2	3,3	0,01861	0,00423	-0,0254
7081	5566533,4	5716673,9	0,6	-7,4	-0,02329	-0,00963	-0,01821
7082	5568844,8	5719400,7	-22,3	34,2	0,04122	-0,01906	0,04321
7083	5573580	5718364,1	-5,9	-8,8	-0,00215	0,01575	0,04852
7084	5568982,5	5715309,4	-65,2	36,8	-0,08983	0,04986	0,21741
7085	5570836,2	5719742,7	16,4	29,4	0,01215	-0,01097	-0,01104
7086	5568469,7	5717066,7	-31,5	-40,5	0,02366	0,12219	-0,06845
7087	5568064,3	5717677,1	-275,8	-50,4	-0,51171	-0,52751	-0,42754
7088	5574415,3	5718534	-7,2	18	-0,02286	-0,0842	-0,0199
7089	5571783,5	5717945,3	-34,2	47,7	0,01225	0,1473	0,13303
7090	5573410,1	5715675,5	5,2	9	0,00011	0,00979	0,01275
7091	5568271,4	5720488,9	10,5	23,7	-0,00487	0,04905	-0,00566
7092	5567886,8	5715128,4	12	0,1	0,02231	-0,02278	0,06945
7093	5566128,4	5717494,6	2,6	-12	0,0502	0,01078	0,0053
7094	5571344,5	5717462,4	-3,6	35,6	-0,01843	0,00251	0,05004
7095	5571648,8	5717402,6	-6,4	36,2	-0,12227	0,05977	-0,08793
7096	5571079,8	5718714,5	-15,9	45,9	0,08882	-0,072	-0,04284
7097	5574207,5	5719268,3	6	9,3	-0,00089	-0,02888	-1,66E-02
7098	5572649,9	5717942	-11,5	-8,6	0,02739	0,06561	-0,09996
7099	5572379,7	5718688,5	-145,4	-102,9	-0,05117	-0,07347	0,05323
7100	5574075	5718536,5	-2,8	10,5	-0,00066	-0,05284	0,00131
7101	5567244,7	5716491,1	-11	-5,1	-0,00147	-0,02609	0,01611
7102	5573314,6	5717672,4	1,7	12,9	0,03403	-0,03342	-0,06646
7103	5571446,1	5714769,6	11,2	18,3	0,01468	0,08582	0,02823
7104	5569585,9	5719733,4	-132,7	-37,4	-0,16998	-0,16812	-0,00095
7105	5570755,8	5719260	27,2	38,4	0,07552	0,04399	-0,08036
7106	5572401,2	5716073,1	-25,3	-25,7	-0,04132	0,04223	-0,05102
7107	5572701	5718985,4	-12,8	-24	0,09282	0,04916	-0,0015
7108	5566497,9	5717247,1	4	-0,2	-0,00196	0,03181	0,02362
7109	5574540,2	5719427,7	3	0,8	-0,02529	-0,01241	-0,03509
7110	5570026,5	5718222,7	-1,3	-5,8	0,02451	0,0668	-0,01872
7111	5568109,6	5715834,9	7,1	-15,5	-0,00709	0,09231	-0,03583
7112	5566193,7	5717032,4	-1,3	-14,2	0,01045	-0,03955	-0,0193
7113	5571185,4	5719587,8	18,5	30,4	-0,00991	0,07091	-0,07317
7114	5566479	5717414,3	6,6	18,6	0,00648	0,00241	0,00032
7115	5573289,3	5719879,3	0	14,9	0,03388	-0,00403	0,07501
7116	5573213,5	5717504,6	6,1	-6,8	0,0431	-0,04171	-0,05253
7117	5570792,5	5719078,7	17,1	5,1	0,06841	-0,10533	-0,04052
7118	5570725,8	5719302,1	4	21,3	0,07621	0,04135	-0,05736
7119	5570745,6	5719576,3	16,3	-3,2	0,07268	-0,03056	0,05519
7120	5570955,1	5719092,8	13,4	50	0,07774	-0,07826	-0,0217
7121	5572694,1	5715962,5	-6,2	-19,2	0,08	0,03957	0,04584
7122	5572624,5	5716311,5	13,6	-7,6	0,07095	0,02617	0,01335
7123	5571747,7	5719331,9	-17,9	63,6	-0,05466	0,02973	-0,08734
7124	5572767,1	5719290	-1,8	17,2	0,0753	0,02328	0,03828
7125	5566949,7	5717287	14,4	5,5	-5,00E-05	0,05395	0,00511
7126	5573603,9	5715424,2	6,9	28,3	0,00196	-0,01523	-0,0214
7127	5572682,4	5719940,6	-0,7	6,7	0,08058	0,00087	-0,06299
7128	5572960,3	5716153,1	-30,9	-32,9	0,01486	-0,01475	-0,02454
7129	5574242,2	5718243,7	1,7	14,5	0,03486	0,00445	0,02019
7130	5572894,4	5714790,9	14,7	22,9	0,00866	0,1082	0,01192
7131	5566496,6	5718459,3	12,8	5	0,01047	0,00027	-0,03583
7133	5570533,5	5718682,4	20,9	16,6	0,03082	-0,07383	-0,07944
7134	5568245,2	5714696,7	-14,5	-13,5	-0,03012	0,04075	-0,01397
7135	5566271,4	5719752,9	0,3	13	-0,02876	-0,06443	-0,00913
7136	5569338,7	5715438	-168,8	-55,9	-0,17771	-0,17401	-0,20554
7137	5569715,7	5718811,4	-36,6	-33,1	-0,00652	0,07672	-0,02618
7138	5566327,5	5717044,5	14,7	13,9	0,0222	-0,03755	-0,00272
7139	5574345,7	5717145,4	5,1	-14,6	0,04547	-0,06505	-0,02417
7140	5573258,7	5716834,4	-1,5	0	0,0547	0,02658	-0,03016
7141	5574363,7	5716140,8	-5,1	9,8	-0,02685	0,07382	-0,01421
7142	5570760,9	5718234,6	10,3	25,2	0,03067	0,01012	-0,07047
7143	5567647,6	5718366,1	-7,4	26,1	-0,01649	0,09303	-0,09118
7144	5568923,5	5719750,1	-46,7	31,2	0,02364	0,02068	-0,02961
7145	5568802,9	5716496,7	14,2	9,8	0,00646	0,05339	-0,01381
7146	5569840,4	5719348,8	-110,1	-69,7	0,03855	-0,1526	-0,03117
7147	5567904,5	5717842,8	-243,1	58,5	-0,52639	-0,55672	-0,23621
7148	5571882,8	5716353,3	-63,1	6,6	-0,08522	0,04365	-0,08261
7149	5571365,6	5715617,6	-6,1	-0,4	0,04062	-0,01851	0,01531
7150	5572805,8	5714765	8,9	29,5	0,01896	0,08064	-0,00563
7151	5568052,5	5717157,8	-56,6	-18,2	-0,10941	0,29821	0,00513
7152	5568957,8	5719563,3	-44,4	81,3	-0,00179	-0,10283	-0,00208
7153	5569841,7	5716562	-1,2	-10,4	0,02506	-0,02419	0,02502
7154	5570807,4	5715532,8	7,2	1,4	0,02527	0,02608	0,00362
7155	5571937,4	5718830,2	-118,6	48,6	-0,28184	-0,08178	-0,13016
7156	5574207,2	5718831,5	-4,4	10	0,01412	0,0696	-0,0284
7158	5574540,8	5717037,9	36,5	55,8	0,00899	0,04768	0,05523
7159	5566435,2	5716742,5	25,9	8,4	-0,00954	0,04909	-0,01381
7160	5569494,9	5719856,6	-80,6	11,9	-0,18891	0,03119	-0,04735
7161	5573476,6	5718492,5	-0,7	-6,9	0,04602	0,03085	0,01421
7162	5569715,3	5715166,8	-34,9	-44,9	0,08739	0,03748	-0,08917
7163	5574428	5716073,4	7,4	17,5	-0,0069	0,05662	-0,02288
7164	5574308,9	5717331,2	11,4	-23	0,02326	-0,05568	-0,01311
7166	5574242,9	5719367,7	6,9	22,9	0,01594	-0,01024	0,0142
7167	5573533,8	5717375,5	26,5	18,7	-0,0173	0,0282	0,01672
7168	5569436,7	5718988,2	-87,3	-34,6	-0,12731	0,13777	-0,05341
7170	5571680,1	5717525,3	-49,2	-22	-0,05932	0,12344	-0,00839
7171	5574595,2	5715627	-35,8	34,3	-0,0009	-0,00531	-0,0533
7173	5568949,1	5716240,2	-9,8	3	-0,08126	0,09328	-0,0303
7174	5572520,8	5714759,9	6,3	1,6	0,00371	0,06125	-0,02484
7175	5572543,9	5718647,8	-59,4	-47,4	0,16245	-0,07265	0,18593
7176	5574588,1	5718108,3	19,2	21,9	-0,02774	0,09209	0,00178
7177	5566786,6	5718091,3	4,9	3,7	0,03086	0,03423	0,05406
7178	5568375,3	5719169,2	-10,1	-6,1	-0,06048	0,04625	-0,04499
7180	5571804	5716728,5	-114,6	20,7	-0,21367	-0,24663	-0,10325
7181	5569619,1	5717290,3	-4,7	13,1	0,03485	0,00105	-0,021
7182	5574013,3	5716158,4	37,5	31,7	0,03635	0,10694	0,07266
7183	5571537,3	5716468,5	-50,4	16,8	-0,0686	-0,07363	0,12213
7184	5571502,3	5716201,7	-3,8	12,2	-0,0464	0,00048	0,10234
7185	5569426,2	5720382,6	4,6	-4,6	-0,01381	0,11425	0,02487
7186	5574277,5	5716908,4	3,5	-12,5	0,02261	0,10195	-0,02983
7187	5570043,1	5715174,3	7,2	-18,3	0,03765	0,01807	-0,01579
7188	5566691,1	5714702,1	6,5	7	0,02114	-0,01012	0,01593
7189	5570872,1	5720090,6	20,1	27,2	0,01082	0,01882	0,04963
7190	5569048,3	5717239	-10,7	-17,4	0,05441	-0,0153	-0,04402
7191	5568775,8	5714826,3	-1,5	-27,1	0,01442	-0,0283	0,08698
7192	5570013,9	5718996,8	-36,4	-45,3	0,04476	0,01834	-0,11343
7193	5574312,5	5717878,4	22,6	27,5	0,03078	-0,01567	-0,05864
7194	5572527,6	5719935,8	0,7	1,4	0,00084	0,0056	-0,02871
7195	5573868,2	5717486,7	14,2	18,6	-0,02808	0,00332	0,01517
7196	5571395,6	5715609,3	-6,4	13,8	0,03942	-0,02724	0,02028
7197	5572396,3	5719005,2	-34,6	-20,3	0,02895	0,12039	0,20601
7198	5571423,1	5718573,7	-29,5	75,1	0,09378	-0,12313	-0,04796
7199	5566299,1	5715065	22,2	3,6	0,01944	0,02571	0,04918
7200	5568358,2	5720057,1	-9,6	17,4	0,01627	0,0051	-0,05667
7201	5566968,6	5720220,2	28,1	4	-0,00825	0,03548	0,02851
7202	5574397,7	5716466,6	20,2	50,8	-0,02485	-0,00481	-0,0314
7203	5568134,8	5718211,6	-224,7	-67,6	-0,41226	-0,19531	0,0153
7204	5573033,9	5715476,5	-7,3	-20,3	0,01172	0,02626	-0,00497
7205	5570382,7	5719164,4	-11,9	-5,6	0,02463	0,06534	-0,05344
7206	5569686,9	5715727,6	-60,9	-78,8	0,18565	-0,11282	0,05101
7207	5568304,5	5716944,3	-9,7	-26,7	-0,0099	0,05251	-0,03544
7208	5566547,9	5717415,6	-8,3	-26,4	-0,01813	-0,01614	-0,04578
7209	5569362,1	5720511,6	-8,9	1	-0,02392	0,0601	0,04378
7210	5572716,1	5715038,8	9,9	36,8	0,03235	-0,00127	-0,01245
7211	5572327,9	5718487,4	-170,3	-58,5	-0,20228	-0,46842	-0,0964
7212	5569845,6	5715325,9	-34,4	-63,3	0,14461	-0,04164	-0,07136
7213	5572847	5715197,5	8,7	-2,1	0,03272	-0,02238	-0,02727
7214	5568461,7	5714731,2	8,2	-3,7	-0,01146	0,04692	0,02833
7215	5570372,2	5718296,7	0,3	18,6	0,01445	0,05785	-0,00785
7216	5570184,1	5716051,5	1,3	-18,8	0,05389	0,06597	-0,00451
7217	5571320,3	5715275,1	15,2	20,8	0,02428	0,01545	-0,00308
7218	5571076,3	5719848,4	26	30,6	-0,00083	0,05264	0,03858
7219	5570862,6	5715843	-6	-6,5	0,04175	-0,01185	-0,00299
7220	5567456,5	5715904,5	7	-1,4	0,01007	-0,02727	-0,01137
7221	5569848,2	5715050,9	-23,2	-25,7	0,05453	0,04338	-0,04133
7222	5572205,4	5717953	-44,4	15	-0,12839	0,24866	-0,02235
7223	5569894,2	5717217,9	-7,1	-4,4	0,04048	0,07041	0,0509
7224	5569736,9	5719348,8	-143,5	-98,5	-0,01392	-0,20061	-0,01763
7225	5569946,9	5715008,1	-21,6	-41,3	0,06578	-0,04745	0,01332
7226	5573180,4	5719021,4	4,9	-6,6	0,01579	0,0779	0,05927
7227	5572507,5	5715633,2	-34,3	-37,3	0,03536	-0,05579	0,03796
7228	5567931,5	5720217,1	0,6	3,1	-0,02932	-0,0812	0,01272
7229	5570319,2	5720297,9	5,7	8,5	0,03377	0,04798	0,02942
7230	5573478,2	5715477	-4,2	0	0,03418	-0,0474	0,05175
7231	5566557,9	5718369,7	15,7	-2,4	0,0262	0,01169	-0,00278
7232	5569461,2	5717737	-6,7	-32,8	0,08358	-0,02458	-0,10711
7234	5569442,3	5719304,3	-159,5	-32,8	-0,18677	-0,22923	-0,06992
7235	5566791,5	5718856,9	33,2	14,7	0,01345	-0,00381	0,01673
7236	5573624,8	5716544,3	40,9	18,7	0,06292	0,02269	0,02537
7237	5568618,8	5715907,4	-10,6	25,4	0,01705	-0,02005	0,03119
7238	5567479,1	5719622,8	18,5	-2,6	0,01733	0,00604	0,01457
7239	5570812,3	5717984,5	2,9	1,8	0,07117	-0,03208	-0,01576
7240	5572848,4	5715596,3	-2,5	-10,2	0,08063	-0,04022	-0,01057
7241	5567847,4	5717294,3	-79,5	13,6	-0,08307	0,18187	0,27179
7242	5572051,5	5716171,1	-13	1,9	-0,05203	0,07547	-0,02952
7243	5567128,5	5719844,4	17	10,9	0,02395	0,0644	0,04703
7244	5572571,8	5716972,6	-9,7	0,1	0,07911	-0,01302	0,02667
7245	5567992,6	5718744,9	-58,7	-51,6	-0,15393	0,1349	-0,07106
7246	5567611,1	5719444,6	19,8	10	0,03515	0,01449	0,00459
7247	5569929,9	5719066,5	-44,5	-37,8	0,0476	0,0232	-0,07841
7248	5566953,1	5718015,2	14,2	27,9	-0,00274	-0,0023	-0,05099
7249	5570419,1	5716218,2	4	-9	0,01885	0,00372	-0,01561
7250	5567919,5	5719412	-0,4	-3,1	0,00133	0,01624	0,03101
7251	5572538	5714768,6	-0,3	1,8	0,00542	0,05973	-0,03224
7252	5571016,3	5715507,5	7,3	-1,7	-0,01181	0,05591	0,00365
7253	5571328,2	5715938,6	-7,6	-4,1	0,04503	0,08053	0,04457
7254	5571063	5717520,7	-8,4	2,1	0,06387	0,02137	0,0102
